#
# with trails
#
1237649927563378908,1
1237649927563575312,1
1237649927563772072,1
1237649927563837536,1
1237649927563968539,1
1237649927563968577,1
1237649927564165184,1
1237649929710993492,1
1237649929710993509,1
1237649929710993519,1
1237649962461495397,1
1237649962462347295,1
1237648721743773865,1
1237648721254809763,1
1237649745021567473,1
1237648721254809778,1
1237648721254940789,1
1237648721254940793,1
1237648720179233124,1
1237648705135575216,1
1237645942908780771,1
1237645942908780773,1
1237646647832674569,1
1237646647832739953,1
1237646647832805396,1
1237646647832936633,1
1237646705817682536,1
1237646705817682596,1
1237646705817747573,1
1237646705817813091,1
1237646705817813228,1
1237646705817813244,1
1237646705817813252,1
1237646705817813592,1
1237646705817814503,1
1237646705817814772,1
1237646705817878856,1
1237646705817878911,1
1237646706354749627,1
1237646796525928593,1
1237646797058539817,1
1237646797597967627,1
1237646797598164468,1
1237646798671118473,1
1237648597189525735,1
1237648675604987911,1
1237646647832936711,1
1237646648370528279,1
1237646648370528306,1
1237646648370593847,1
1237646648370724871,1
1237646648370724872,1
1237646648370724875,1
1237646648370790426,1
1237646648370790427,1
1237646648370790440,1
1237646648370855963,1
1237646648370921524,1
1237646705817682536,1
1237646705817682596,1
1237646705817747573,1
1237646705817813091,1
1237646705817813228,1
1237646705817813244,1
1237646705817813252,1
1237646705817813592,1
1237646705817814503,1
1237646705817814772,1
1237646705817878856,1
1237646705817878911,1
1237646706354749627,1
1237646796525928593,1
1237646797058539817,1
1237646797597967627,1
1237646797598164468,1
1237646798671118473,1
1237648597189525735,1
1237648675604987911,1
1237648675607413014,1
1237648675607413027,1
1237648702977212467,1
1237648702980685902,1
1237648702980685903,1
1237648702980685905,1
1237648702980685912,1
1237648702980685913,1
1237648702980685916,1
1237648702980685919,1
1237648702995300782,1
1237648702995300801,1
1237648702995300804,1
1237648702995366082,1
1237648702995366085,1
1237648702996021352,1
1237648702996087571,1
1237648703512707179,1
#
# with galaxies
#
1237656496188424200,2
1237656496188424300,2
1237656496188555327,2
1237656496188555405,2
1237656496188555436,2
1237656496188620954,2
1237656496188620958,2
1237656496188686495,2
1237656496188752088,2
1237656496188752093,2
1237656496189014170,2
1237656496189079708,2
1237656496189145215,2
1237656496189276281,2
1237656496189407373,2
1237656496189472970,2
1237656496189538498,2
1237656496189603953,2
1237656496189603992,2
1237656496189669511,2
1237656496189866140,2
1237645943980425396,2
1237645943980425451,2
1237645943980490862,2
1237645943980490870,2
1237645943980490879,2
1237645943980556381,2
1237645943980556396,2
1237645943980752975,2
1237645943981080661,2
1237645943981080717,2
1237645943981211769,2
1237645943981408398,2
1237645943981408437,2
1237645943981539571,2
1237645943981605064,2
1237645941296398369,2
1237645941296464189,2
1237645941296529533,2
1237645941296595214,2
1237645941296660702,2
1237645941296726229,2
1237645941296857319,2
1237645941296922832,2
1237645941296988339,2
1237645941297053860,2
1237645941297119461,2
1237645941297184959,2
1237645941297512567,2
1237645941297578073,2
1237645941297709234,2
1237645941297709261,2
1237645941297840374,2
1237645941298037005,2
1237645941298102431,2
1237645941298102475,2
1237645941298167960,2
1237645941298299205,2
1237645941298561285,2
1237645941298561292,2
1237645941298692307,2
1237645941298692418,2
1237645941298692465,2
1237645941299019966,2
1237645941299085447,2
1237645941299085549,2
1237645941299085582,2
1237645941833269327,2
1237645941833269482,2
1237645941833597108,2
1237645941833662572,2
1237645941833662716,2
1237645941833662760,2
1237645941833662778,2
1237645941833728146,2
1237645941833728176,2
1237645941833728205,2
1237645941833793660,2
1237645941833924805,2
1237645941833924840,2
1237645941833924859,2
1237645941833924889,2
1237645941833990270,2
1237645941834186908,2
1237645941834383490,2
1237645941834580208,2
1237645941834580282,2
1237645941834645689,2
1237645941834645708,2
1237645941834645715,2
1237645941834711073,2
1237645941834776602,2
1237645941834776807,2
1237645941834776850,2
1237645941834973235,2
1237645941834973427,2
1237645941834973456,2
1237645941834973466,2
1237645941835038947,2
1237645941835170097,2
1237645941835235420,2
1237645941835235621,2
1237645941835300868,2
1237645941835432231,2
1237645941835497660,2
1237645941835563126,2
1237645941835694271,2
1237645941835694534,2
1237645941835759660,2
1237645941835825209,2
1237645941835825340,2
1237645941835825378,2
1237645941835825419,2
1237645941835825453,2
1237645941835890834,2
1237645941835956537,2
1237645942370205836,2
1237645942370271366,2
1237645942370336880,2
1237645942370402640,2
1237645942370467918,2
1237645942370468175,2
1237645942370599107,2
1237645942370599120,2
1237645942370599200,2
1237645942370730190,2
1237645942370926804,2
1237645942370992453,2
1237645942371057858,2
1237645942371123358,2
1237645942371189015,2
1237645942371385611,2
1237645942371647537,2
1237645942371647706,2
1237645942371647766,2
1237645942371647798,2
1237645942371713183,2
1237645942371713249,2
1237645942371778789,2
1237645942371844311,2
1237645942371844313,2
1237645942371844333,2
1237645942371909900,2
1237646586099925765,2
1237646586633584998,2
#
# diffraction
#
1237648722313805910,3
1237646588244656240,3
1237648704066945047,3
1237648704598769876,3
1237648705665630287,3
1237648705666482209,3
1237648705666482210,3
1237648705666482214,3
1237648705676902450,3
1237648721251663921,3
1237648721743315416,3
#
# with blobs
#
1237649768103740364,4
1237649768103740367,4
1237649768103740427,4
1237649768103740440,4
1237649768103740445,4
1237649768103740456,4
1237649768103740457,4
1237649768103740472,4
1237649768103740483,4
1237649768103740485,4
1237649768103740491,4
1237649768103740494,4
1237649768103740503,4
1237649768103740506,4
1237649768103740508,4
1237649768103740514,4
1237649768103740521,4
1237649768103740522,4
1237649768103740543,4
1237649768103740704,4
1237649768103804949,4
1237648704054296701,4
1237648704054296704,4
1237648704054362118,4
1237648704054362121,4
1237648704054362129,4
1237648704054362130,4
1237648704054362141,4
1237648704054362144,4
1237648704054362149,4
1237648704054362169,4
1237648704054362172,4
1237648704054362176,4
1237648704054362180,4
1237648704054362192,4
1237648704054362194,4
1237648704054362199,4
1237648704054362260,4
1237648704054362273,4
1237648704054427650,4
1237648704054427652,4
1237648704054427659,4
1237648704054624290,4
1237646382079803459,4
1237646382080131253,4
1237646382080197242,4
1237646382080983736,4
1237646705817682536,4
1237646705817682596,4
1237646705817747573,4
1237646705817813091,4
1237646705817813228,4
1237646705817813244,4
1237646705817813252,4
1237646705817813592,4
1237646705817814503,4
1237646705817814772,4
1237646705817878856,4
1237646705817878911,4
1237646706354749627,4
1237646796525928593,4
1237646797058539817,4
1237646797597967627,4
1237646797598164468,4
1237646798671118473,4
1237648597189525735,4
1237648675604987911,4
#
# with other
#
1237645942371975195,5
1237645942907011149,5
